id,MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability
14838,6,3,3,8,1,7,7,7,5,5,5,8,6,3,2,9,5,7,6,4,0.57
14839,5,4,9,3,6,6,4,6,8,5,3,6,4,4,4,5,6,6,5,6,0.585
14840,4,4,5,6,3,4,5,4,3,3,6,4,4,9,5,11,1,4,3,2,0.425
14841,3,6,7,5,5,5,8,5,6,5,5,6,6,4,4,7,5,4,8,3,0.545
14842,8,3,6,6,4,4,2,5,2,6,3,6,6,6,5,7,4,1,7,1,0.505
14843,6,2,4,9,5,3,5,4,2,4,8,3,2,6,5,8,6,5,5,8,0.515
14844,4,6,1,5,4,4,8,10,4,5,6,3,4,1,2,8,9,2,5,6,0.5
14845,2,8,3,3,4,3,5,4,3,5,6,6,2,2,7,3,3,2,6,5,0.41
14846,5,3,5,8,2,6,4,5,3,1,7,2,6,6,5,3,5,3,5,4,0.43
14847,6,6,1,5,2,3,10,7,0,5,6,10,5,8,6,6,3,4,2,4,0.515
14848,2,7,6,8,4,3,2,5,3,5,7,7,5,4,5,5,4,4,7,7,0.53
14849,7,6,4,4,5,5,6,12,6,4,8,3,10,8,6,5,5,6,8,2,0.63
14850,5,7,6,6,5,5,5,5,7,4,4,8,4,3,4,4,9,7,3,4,0.535
14851,4,4,6,3,3,5,4,5,6,3,4,7,6,3,3,5,2,8,8,4,0.48
14852,3,4,4,8,4,9,6,4,5,5,7,4,6,1,3,5,3,8,5,10,0.55
14853,3,2,6,6,9,5,6,6,2,5,3,2,6,6,5,10,2,6,6,5,0.54
14854,3,5,7,3,5,6,9,5,8,2,2,5,7,0,1,3,5,3,8,4,0.45
14855,4,5,6,3,3,5,5,7,4,7,9,1,7,3,5,3,6,3,3,3,0.44
14856,3,3,3,6,6,6,6,7,4,3,7,7,7,5,7,3,8,7,8,2,0.565
14857,5,2,6,5,10,4,6,5,5,6,4,8,3,2,7,6,7,6,4,4,0.535
14858,5,5,7,6,6,4,5,4,4,7,4,4,7,2,5,11,4,6,6,5,0.54
14859,3,3,3,3,1,2,6,10,6,5,2,5,5,4,7,9,9,6,7,2,0.475
14860,6,2,1,6,6,3,6,8,6,2,2,6,5,6,5,6,7,3,3,4,0.46
14861,8,6,6,3,4,4,4,8,7,5,5,3,9,4,7,5,7,4,2,6,0.54
14862,5,4,6,7,6,6,8,6,4,7,1,9,7,5,5,4,9,5,2,5,0.565
14863,9,6,7,6,4,7,4,5,7,4,9,2,6,5,6,7,7,3,7,6,0.605
14864,4,3,3,7,1,8,5,6,4,4,4,4,5,3,4,6,8,8,5,6,0.5
14865,4,4,3,7,4,1,6,5,7,4,2,4,7,4,4,5,4,4,8,6,0.46
14866,3,7,2,3,6,8,5,2,1,4,3,5,4,2,5,7,11,12,6,5,0.53
14867,5,7,3,4,6,6,2,4,5,3,6,4,6,9,4,4,6,3,8,5,0.505
14868,6,4,7,3,4,6,6,3,4,3,4,5,4,6,3,3,10,2,5,4,0.47
14869,7,5,5,4,2,5,7,4,6,7,6,5,16,1,5,6,3,5,2,4,0.55
14870,2,6,3,4,4,3,5,5,4,5,3,3,6,7,2,8,4,8,4,6,0.47
14871,8,11,4,7,10,6,5,8,7,5,3,7,2,6,1,6,3,3,4,4,0.565
14872,6,5,6,4,6,6,2,7,4,7,6,4,4,6,4,2,3,8,4,5,0.495
14873,3,7,9,6,6,6,7,2,5,2,3,9,4,6,7,10,5,6,4,4,0.565
14874,4,6,2,4,2,5,6,4,5,3,4,3,5,5,5,7,10,7,4,7,0.5
14875,1,5,9,6,3,6,2,3,2,7,4,7,5,7,3,7,9,6,6,6,0.535
14876,3,5,5,4,5,5,6,6,5,3,5,1,8,4,3,2,4,2,4,6,0.43
14877,3,1,6,2,4,5,3,4,7,6,9,5,7,3,6,6,5,7,3,9,0.505
14878,3,7,4,4,8,3,5,8,3,5,6,4,7,4,6,3,4,5,7,4,0.515
14879,5,4,4,8,5,4,3,5,2,5,4,5,3,9,3,4,3,8,6,6,0.5
14880,3,11,4,7,6,9,2,5,5,7,3,3,3,5,8,9,3,9,7,3,0.565
14881,6,3,6,7,5,5,3,3,5,3,6,8,9,6,4,1,5,5,4,4,0.475
14882,3,2,9,6,5,4,6,3,2,6,7,3,3,4,6,5,12,5,5,3,0.495
14883,3,10,2,7,7,2,6,8,1,7,4,5,5,5,3,10,4,5,5,3,0.51
14884,6,5,5,7,5,5,8,5,5,10,5,5,7,5,1,7,9,4,6,6,0.59
14885,5,3,6,8,5,6,6,9,5,5,4,5,5,6,5,4,4,7,6,5,0.565
14886,3,6,5,6,6,7,5,7,5,3,5,5,7,2,7,6,10,6,5,5,0.575
14887,10,2,5,6,8,4,1,5,5,4,4,7,5,6,5,0,4,7,1,2,0.495
14888,3,6,4,8,6,4,3,5,7,4,4,3,8,6,4,4,1,6,5,4,0.47
14889,11,6,5,4,5,7,3,3,10,3,4,4,3,4,5,8,9,4,5,1,0.525
14890,4,4,10,7,6,6,4,5,3,5,4,6,6,6,5,7,6,7,4,6,0.565
14891,7,5,7,4,8,7,4,6,5,9,6,6,2,5,1,4,10,4,9,5,0.58
14892,6,5,4,8,4,3,6,5,5,6,4,5,2,3,7,5,5,3,4,2,0.44
14893,7,6,4,4,6,3,6,6,5,4,5,9,7,7,8,4,5,2,6,6,0.565
14894,4,6,7,6,3,5,3,5,5,6,4,4,10,5,4,8,8,8,6,3,0.56
14895,5,4,4,4,1,7,1,3,4,5,5,8,3,8,3,7,3,2,6,2,0.405
14896,6,5,5,6,5,3,4,8,6,4,3,6,3,3,5,6,10,8,7,10,0.615
14897,4,2,9,3,8,4,5,6,2,6,8,2,5,5,8,1,7,3,6,4,0.485
14898,6,6,5,4,3,5,3,5,10,3,7,5,8,6,4,2,5,3,4,4,0.49
14899,8,5,5,5,6,5,4,6,3,7,4,6,4,2,3,10,6,2,4,3,0.52
14900,7,4,10,2,4,3,5,11,5,6,6,3,5,2,4,6,3,7,3,3,0.495
14901,5,4,5,5,5,4,1,9,6,5,8,5,5,5,6,3,2,5,7,5,0.54
14902,4,3,5,7,3,4,4,6,4,3,3,3,1,8,3,5,6,3,5,4,0.42
14903,4,7,4,4,9,4,3,2,5,3,4,6,6,4,6,4,3,2,8,6,0.445
14904,8,6,8,3,7,9,5,6,5,6,6,6,6,3,5,6,5,6,3,6,0.6
14905,6,6,2,5,5,7,4,4,6,7,4,5,5,9,6,3,2,5,5,3,0.54
14906,4,2,4,8,5,9,5,7,4,3,6,4,4,9,4,3,2,6,3,3,0.47
14907,7,8,5,6,5,5,7,4,8,3,4,7,7,5,3,4,4,5,4,3,0.535
14908,4,4,2,4,4,6,2,6,5,5,5,5,7,2,7,8,6,7,2,3,0.49
14909,5,1,6,5,6,5,4,3,3,4,6,4,3,6,3,3,5,8,2,10,0.455
14910,3,6,11,3,8,3,5,6,2,4,6,4,5,2,2,6,6,3,6,7,0.5
14911,5,3,2,3,5,6,5,6,6,10,4,2,1,4,6,3,8,3,5,7,0.45
14912,3,3,6,6,4,4,2,9,5,4,4,7,3,3,2,4,6,5,3,0,0.41
14913,4,2,4,4,2,5,3,9,4,3,5,3,8,5,7,3,8,7,8,5,0.515
14914,6,7,4,3,3,3,4,2,4,6,8,5,5,7,3,8,3,7,4,4,0.5
14915,3,5,4,6,3,6,3,3,5,3,4,4,4,9,7,3,4,5,7,5,0.46
14916,4,4,5,3,6,3,3,2,8,5,2,4,2,6,5,6,6,6,5,6,0.45
14917,4,1,5,3,4,2,2,2,2,4,3,3,6,6,6,8,4,5,3,5,0.39
14918,3,7,5,4,6,6,0,3,6,8,6,3,6,4,3,5,3,7,6,6,0.475
14919,4,0,7,11,8,7,6,5,4,2,3,7,3,6,1,1,3,7,6,3,0.45
14920,6,4,4,4,5,4,6,4,4,8,2,5,6,3,4,3,5,4,5,6,0.435
14921,4,3,5,9,5,4,6,6,4,9,2,4,3,8,5,3,5,6,7,7,0.545
14922,7,4,4,4,5,11,6,7,6,2,4,8,4,3,10,2,13,7,5,12,0.645
14923,6,8,4,7,7,5,4,0,5,6,3,7,3,8,4,7,4,7,5,2,0.55
14924,8,9,4,7,6,3,5,3,4,5,7,3,8,4,5,5,5,2,6,4,0.525
14925,1,6,5,6,5,2,4,3,5,5,4,6,5,5,4,3,8,6,5,2,0.43
14926,6,8,6,4,5,4,5,5,1,2,4,5,5,5,6,3,6,5,9,4,0.485
14927,3,3,8,6,4,1,4,3,8,10,6,8,9,6,6,7,2,4,6,5,0.57
14928,7,6,5,4,5,4,6,5,5,7,2,3,2,8,8,6,4,7,5,8,0.56
14929,4,5,5,7,5,6,5,5,5,5,4,6,5,9,5,6,4,4,4,7,0.545
14930,6,5,4,3,4,7,6,8,3,4,9,5,3,5,5,10,4,6,3,4,0.525
14931,6,3,6,6,7,5,4,3,4,5,7,6,0,2,3,6,3,7,8,5,0.465
14932,3,4,6,7,8,4,3,7,5,5,3,5,2,5,5,4,6,5,5,3,0.47
14933,4,3,2,8,7,4,6,7,7,1,3,4,7,4,6,8,4,2,4,3,0.51
14934,2,5,7,4,5,6,3,6,4,8,6,8,2,5,6,7,6,3,3,4,0.495
14935,3,6,5,3,4,5,4,6,10,7,2,4,7,5,7,8,4,7,2,7,0.545
14936,3,4,5,5,5,6,7,6,6,0,6,2,7,4,7,7,4,7,2,1,0.445
14937,6,5,5,7,5,5,3,2,4,8,4,8,4,2,1,5,7,3,5,2,0.455
14938,10,6,3,5,3,6,5,6,6,5,7,8,1,4,7,4,5,4,7,4,0.555
14939,7,6,4,6,9,3,5,4,5,4,3,5,3,8,2,2,7,6,4,4,0.5
14940,7,3,2,3,8,6,2,5,13,10,3,4,4,4,4,7,6,3,4,7,0.595
14941,5,8,2,1,3,7,7,3,9,10,4,3,6,6,8,6,3,3,2,10,0.555
14942,2,7,7,5,2,2,3,7,7,2,8,2,5,3,5,4,6,5,5,5,0.485
14943,5,5,4,7,4,10,4,6,5,6,4,7,7,5,4,4,2,5,3,2,0.52
14944,7,8,3,1,4,2,8,5,4,4,4,6,4,7,2,5,3,5,4,4,0.495
14945,2,4,6,8,7,5,3,6,4,4,6,7,5,12,4,4,3,4,4,1,0.505
14946,8,3,4,4,4,5,6,1,4,2,2,5,2,7,5,6,4,8,6,4,0.495
14947,6,10,4,3,5,3,4,4,5,5,4,6,9,4,5,3,3,7,4,6,0.54
14948,5,4,4,2,8,3,6,4,8,4,5,5,2,3,5,4,5,7,9,1,0.445
14949,4,5,5,7,4,2,7,5,11,2,2,5,6,6,7,4,1,2,5,6,0.48
14950,3,4,5,4,9,2,5,3,4,5,6,4,7,5,4,4,5,4,3,5,0.505
14951,7,3,10,5,5,5,4,5,5,5,5,5,3,2,8,3,4,4,3,3,0.47
14952,5,4,7,3,7,6,5,4,3,5,8,4,9,5,3,4,5,4,4,4,0.515
14953,7,4,4,7,3,5,4,4,5,9,3,3,3,4,5,8,6,5,2,5,0.49
14954,9,3,6,6,4,3,5,5,3,5,3,5,4,6,4,5,6,2,2,8,0.51
14955,4,4,5,6,5,7,2,4,7,9,4,5,6,6,4,6,2,5,3,5,0.54
14956,6,6,3,3,5,6,1,7,6,5,1,3,8,6,2,8,4,5,5,6,0.465
14957,7,3,2,4,6,7,8,6,5,6,7,5,5,6,3,4,6,6,6,3,0.53
14958,7,3,2,6,8,2,2,4,5,3,7,4,2,4,6,7,3,4,6,4,0.44
14959,3,8,2,5,4,6,5,7,5,4,4,7,5,9,5,6,7,3,5,5,0.545
14960,9,6,7,5,9,4,5,6,8,6,8,5,11,5,5,6,7,10,7,5,0.68
14961,6,4,4,4,3,3,7,7,5,3,2,3,4,11,4,2,11,5,6,6,0.495
14962,6,4,6,6,3,6,3,4,5,5,3,5,4,3,4,5,3,3,8,4,0.46
14963,4,5,10,5,1,12,5,3,2,2,4,7,4,6,2,6,2,6,5,2,0.505
14964,4,4,6,3,5,4,6,5,4,2,4,9,6,3,3,4,10,6,4,3,0.47
14965,5,3,9,4,4,2,5,5,2,7,9,4,4,5,7,7,5,7,4,1,0.515
14966,3,5,8,3,7,13,4,5,3,2,6,3,5,5,8,5,5,2,2,5,0.505
14967,2,2,6,7,2,2,4,7,6,5,3,3,3,4,3,11,8,5,5,9,0.475
14968,4,2,5,9,8,3,6,8,5,5,8,6,7,7,4,2,1,4,5,8,0.545
14969,5,6,7,4,11,5,5,3,3,5,4,6,2,3,7,5,5,7,3,5,0.54
14970,7,4,8,3,9,3,3,4,3,2,2,7,3,4,11,6,7,7,2,5,0.555
14971,3,1,6,7,5,5,9,4,6,4,2,3,4,5,7,7,6,5,7,6,0.55
14972,5,3,5,3,4,3,8,5,3,7,4,10,4,5,4,4,5,4,4,7,0.485
14973,1,2,5,6,6,2,5,6,6,4,4,4,2,6,6,7,6,4,4,5,0.485
14974,3,0,8,6,3,5,6,3,4,6,8,7,8,2,4,8,3,3,3,9,0.52
14975,6,5,4,6,6,4,7,5,7,4,5,4,6,6,8,5,2,1,7,5,0.535
14976,8,9,3,1,5,4,4,4,6,5,4,7,5,6,4,7,3,1,4,4,0.47
14977,3,5,2,8,3,3,4,9,2,6,9,1,3,3,5,4,3,5,7,7,0.485
14978,5,6,5,4,3,4,5,5,6,10,2,5,8,8,7,4,1,6,5,5,0.535
14979,4,4,7,5,3,5,4,2,3,5,4,4,4,5,5,3,5,5,5,8,0.435
14980,6,3,5,4,7,5,4,4,4,5,0,4,6,4,8,8,6,3,2,5,0.48
14981,9,7,6,2,3,3,3,5,7,9,5,5,5,4,5,8,4,6,5,5,0.545
14982,4,3,3,4,4,6,5,2,3,11,6,7,6,2,3,6,7,8,3,7,0.505
14983,7,3,4,0,6,8,2,1,4,3,7,8,3,6,2,3,8,5,3,2,0.42
14984,7,12,3,4,4,5,6,4,5,5,5,7,8,3,7,6,4,1,1,4,0.54
14985,4,8,6,4,5,7,7,5,6,5,5,5,7,8,5,6,4,7,8,6,0.62
14986,8,8,3,7,5,4,6,7,5,5,2,6,6,9,2,5,10,6,7,5,0.59
14987,3,4,5,5,6,3,4,7,3,8,4,1,5,4,8,7,10,5,0,3,0.465
14988,4,5,6,6,8,3,3,7,6,6,4,3,6,8,6,3,7,6,7,7,0.575
14989,4,4,5,5,5,5,4,5,2,6,10,6,5,3,6,5,7,8,5,4,0.525
14990,5,5,3,2,8,9,7,5,5,5,7,5,1,4,3,8,5,6,2,4,0.495
14991,6,4,3,3,5,3,7,10,4,5,2,4,9,8,4,5,4,9,2,7,0.55
14992,3,9,4,3,2,0,6,7,6,3,5,6,7,3,4,6,5,4,5,6,0.52
14993,6,2,4,4,2,4,5,4,5,6,6,5,2,4,7,5,3,7,6,5,0.435
14994,5,10,3,8,5,5,6,3,3,5,8,4,4,4,3,6,5,2,6,6,0.505
14995,4,7,5,4,9,8,5,3,5,9,5,3,5,3,5,5,6,6,5,5,0.545
14996,3,4,8,6,6,7,6,7,3,4,4,4,7,5,3,7,8,3,10,2,0.545
14997,7,5,2,3,3,4,4,5,6,2,7,4,5,8,6,5,9,3,7,2,0.51
14998,6,5,4,6,8,5,10,6,3,5,5,5,5,7,9,7,3,7,6,4,0.59
14999,5,0,6,4,3,7,0,5,5,7,4,6,11,6,3,4,5,6,4,7,0.51
15000,8,3,6,6,4,4,10,5,2,2,5,4,4,5,5,3,1,4,6,5,0.48
15001,5,7,4,3,4,5,4,3,4,6,10,6,2,7,3,6,3,6,5,4,0.465
15002,5,4,6,1,4,8,6,7,5,4,6,4,5,5,5,2,5,9,2,7,0.53
15003,4,3,3,7,9,3,4,5,5,6,3,7,4,6,2,6,7,5,4,3,0.5
15004,2,4,6,6,5,7,2,3,3,8,4,7,1,5,8,2,3,2,4,8,0.46
15005,5,7,4,1,5,3,5,5,4,2,4,9,5,6,6,3,11,5,7,7,0.535
15006,6,5,2,4,5,8,2,7,5,4,3,9,4,5,1,3,7,7,8,0,0.47
15007,4,5,1,1,5,3,5,4,4,4,5,3,7,5,6,2,3,4,6,5,0.405
15008,3,3,7,3,3,4,6,4,7,8,8,1,2,5,6,9,5,4,3,3,0.46
15009,5,5,5,2,1,2,4,4,3,4,7,6,7,3,9,2,5,9,8,6,0.5
15010,2,4,4,6,3,5,2,6,3,5,6,3,6,9,7,3,3,7,8,4,0.465
15011,3,4,4,5,7,4,3,8,6,8,7,7,4,11,5,5,7,3,8,6,0.6
15012,4,7,6,5,9,6,5,5,8,4,7,4,8,3,1,9,6,6,8,2,0.595
15013,5,7,4,1,5,4,6,3,3,7,3,7,0,4,5,7,5,5,5,8,0.52
15014,3,5,3,7,5,0,2,5,2,2,4,5,7,4,7,5,6,3,7,2,0.42
15015,13,8,5,7,8,6,4,6,5,3,9,9,10,0,8,1,4,3,9,9,0.655
15016,6,3,6,1,5,4,6,8,5,7,4,5,10,6,1,2,5,3,5,8,0.5
15017,4,3,7,6,2,8,3,6,5,7,8,5,4,6,7,3,5,5,6,6,0.555
15018,6,7,3,5,4,10,1,6,4,5,5,3,4,2,6,7,5,3,1,5,0.485
15019,6,4,3,4,5,4,2,3,6,3,7,3,3,8,3,5,6,3,7,6,0.45
15020,5,5,6,3,5,5,3,5,6,5,4,8,6,6,7,5,5,6,5,9,0.57
15021,5,5,3,5,3,3,4,8,2,6,9,7,5,2,5,9,6,2,3,11,0.52
15022,8,5,4,7,5,4,3,8,4,4,4,5,3,3,2,5,7,4,3,4,0.47
15023,5,4,9,5,5,7,2,2,7,0,5,3,5,3,6,2,7,4,8,8,0.485
15024,6,1,2,9,7,6,4,7,3,4,3,7,4,5,8,5,7,9,4,7,0.565
15025,4,3,1,4,7,6,4,5,8,4,7,7,7,6,3,4,3,5,1,7,0.48
15026,6,2,2,4,9,5,6,5,5,9,5,4,6,2,6,6,6,7,2,3,0.5
15027,9,6,4,2,3,8,3,6,5,4,2,4,8,7,7,2,5,6,7,6,0.52
15028,9,3,4,5,4,9,1,4,3,6,7,5,4,8,4,0,3,9,1,8,0.49
15029,8,4,7,3,5,3,3,9,3,3,3,5,1,5,6,4,3,6,6,6,0.51
15030,8,5,7,2,5,9,2,4,4,6,5,4,5,2,4,3,0,7,3,7,0.505
15031,5,5,7,2,4,5,5,9,0,9,4,5,3,5,2,6,7,3,5,1,0.47
15032,3,5,6,6,3,9,5,5,4,5,6,5,9,8,3,4,4,8,6,7,0.59
15033,4,2,8,3,5,2,7,2,5,4,5,5,6,7,7,4,4,7,7,4,0.475
15034,3,2,7,5,4,8,6,7,4,6,1,6,5,7,7,4,4,8,8,3,0.595
15035,6,5,7,2,4,3,4,2,5,5,6,4,9,3,8,4,4,3,6,10,0.505
15036,8,6,5,5,3,3,6,7,5,7,3,1,7,2,4,8,8,2,3,7,0.495
15037,6,5,3,4,6,2,4,5,3,7,6,6,8,8,9,5,6,3,6,3,0.53
15038,2,6,7,4,6,2,2,4,4,4,5,2,5,3,2,5,5,6,3,5,0.41
15039,2,6,3,4,7,5,6,3,5,5,7,8,4,5,2,4,3,2,5,3,0.44
15040,4,7,8,4,5,3,6,5,5,2,6,6,5,4,3,5,4,5,5,7,0.495
15041,4,5,4,8,4,3,8,4,5,5,5,4,3,5,5,3,3,5,10,4,0.49
15042,3,7,3,7,5,4,9,7,2,3,5,5,2,3,5,2,4,10,8,3,0.48
15043,3,8,2,6,1,5,1,7,4,7,6,4,5,9,3,5,4,4,0,7,0.495
15044,4,5,4,2,7,0,1,4,7,1,5,6,6,3,3,6,3,4,2,5,0.38
15045,4,8,5,5,3,5,4,5,2,7,3,5,3,5,4,6,5,9,5,4,0.485
15046,5,6,5,4,6,7,3,5,5,2,6,3,2,2,6,7,5,2,2,4,0.44
15047,7,5,5,9,4,4,4,4,6,4,3,3,6,6,4,4,4,9,3,2,0.5
15048,2,5,5,4,7,7,2,6,5,3,6,6,11,3,7,7,7,4,5,10,0.57
15049,5,3,3,5,10,5,2,7,5,8,5,7,3,3,5,4,6,3,8,3,0.53
15050,8,6,6,6,3,4,4,6,9,4,7,5,5,6,4,3,3,4,1,5,0.52
15051,8,6,7,5,3,7,9,3,6,5,4,6,5,3,6,4,6,6,6,4,0.565
15052,6,4,4,6,2,4,4,3,3,0,9,3,4,6,2,2,4,6,8,7,0.43
15053,5,5,5,7,2,7,7,2,3,6,4,6,7,6,11,4,4,3,6,6,0.555
15054,5,4,4,5,5,4,5,5,3,9,3,6,3,2,3,5,5,4,5,4,0.44
15055,5,7,4,1,1,3,8,2,7,4,3,3,5,10,6,4,7,4,4,4,0.47
15056,7,8,4,5,4,6,10,8,3,5,6,4,5,5,3,6,5,6,4,8,0.595
15057,4,5,10,5,6,4,4,4,5,9,4,8,2,2,5,5,4,7,3,4,0.53
15058,6,4,10,7,5,4,3,3,6,5,3,1,1,5,8,5,5,9,4,3,0.475
15059,3,9,7,4,7,7,4,2,3,4,6,5,3,2,4,7,5,8,7,6,0.525
15060,11,6,4,6,4,11,3,3,8,2,5,3,2,7,8,5,3,4,6,5,0.555
15061,5,7,3,4,4,5,2,4,2,5,8,7,3,7,5,6,9,6,3,3,0.49
15062,5,5,1,6,2,5,4,7,5,7,9,5,4,11,3,4,2,2,5,4,0.48
15063,4,5,8,5,6,4,6,5,3,7,9,5,6,4,4,3,4,6,5,4,0.525
15064,7,9,8,6,4,6,7,7,7,5,7,2,6,5,10,5,4,8,4,4,0.605
15065,8,7,10,4,3,5,8,9,8,4,4,5,0,7,2,8,4,1,3,5,0.545
15066,2,8,3,5,8,4,3,6,4,2,4,4,3,3,5,6,8,5,6,7,0.49
15067,5,6,3,4,5,4,3,4,5,4,4,5,8,5,5,7,3,5,8,3,0.52
15068,6,6,8,4,5,6,9,4,3,7,4,4,6,6,3,5,4,3,3,4,0.53
15069,4,3,0,7,2,3,4,2,4,8,5,2,6,8,7,9,5,4,7,5,0.47
15070,5,7,2,7,4,5,2,5,3,3,5,5,5,4,7,6,8,6,3,4,0.5
15071,9,8,7,3,4,4,6,8,3,7,9,4,7,9,6,6,6,3,4,5,0.63
15072,8,3,4,2,3,6,7,8,5,5,3,4,5,5,5,4,8,4,5,3,0.465
15073,4,6,8,3,6,4,3,5,5,8,3,5,6,4,3,6,5,7,6,7,0.52
15074,3,4,6,3,6,4,4,1,6,7,3,3,7,5,4,3,2,8,6,5,0.495
15075,2,5,8,2,5,3,6,5,6,8,4,3,3,6,7,4,4,6,4,3,0.45
15076,5,8,5,5,5,6,3,2,3,5,5,5,9,4,5,3,5,3,6,5,0.485
15077,4,4,9,12,3,5,6,6,2,4,4,4,12,9,7,2,4,5,8,5,0.59
15078,8,2,5,9,4,4,7,6,4,6,3,6,6,5,5,1,1,4,4,7,0.5
15079,6,4,5,10,4,5,7,6,6,2,3,7,5,6,5,5,10,5,7,1,0.55
15080,3,2,9,6,3,10,9,4,8,5,1,3,7,3,5,5,7,9,3,4,0.555
15081,9,5,5,2,4,4,5,6,3,4,2,6,8,6,5,5,8,6,5,5,0.535
15082,11,1,1,7,7,9,2,7,5,4,4,4,9,3,3,4,2,4,3,6,0.48
15083,10,7,7,4,3,4,3,7,7,1,5,8,6,5,3,9,4,9,3,11,0.59
15084,11,4,3,1,4,6,1,4,6,10,8,4,4,2,4,8,1,1,4,6,0.435
15085,1,6,5,7,9,3,1,4,10,4,3,7,4,1,4,7,3,9,3,3,0.46
15086,3,1,3,10,5,6,5,5,6,6,8,6,5,7,5,5,3,11,2,2,0.525
15087,5,0,4,5,7,5,8,4,5,6,4,7,8,6,4,7,3,4,5,8,0.525
15088,5,7,7,3,7,5,6,9,4,7,7,9,4,7,6,3,4,3,7,3,0.595
15089,5,3,2,5,2,5,10,4,7,4,5,1,7,5,5,4,4,7,6,4,0.5
15090,5,3,2,5,9,8,3,4,5,4,5,3,3,6,5,5,8,4,1,8,0.48
15091,6,3,6,4,8,6,3,4,6,4,6,6,5,6,2,2,3,5,3,5,0.48
15092,5,5,5,5,3,6,6,3,3,4,4,3,5,5,10,1,7,4,7,2,0.48
15093,4,7,6,6,5,6,6,7,5,8,5,5,4,8,7,5,2,9,6,5,0.6
15094,5,3,5,5,5,5,2,5,5,3,3,1,9,7,8,5,3,4,2,8,0.46
15095,4,5,6,8,3,4,3,7,4,5,2,3,6,4,3,6,4,5,4,9,0.47
15096,4,4,5,5,9,5,5,5,7,4,5,7,9,2,5,4,8,3,7,4,0.56
15097,5,5,5,6,4,4,6,3,2,6,2,6,10,5,8,5,5,6,4,3,0.555
15098,5,4,10,3,4,4,5,1,3,5,6,6,2,4,8,2,5,7,4,8,0.465
15099,6,9,5,3,3,2,7,1,5,1,4,4,7,3,6,7,4,4,4,7,0.47
15100,4,4,8,6,6,4,8,4,3,7,5,2,5,7,7,5,7,7,5,6,0.58
15101,3,2,2,8,6,4,1,7,3,6,3,1,7,5,4,3,3,3,1,2,0.415
15102,7,5,8,11,8,4,3,3,5,5,4,2,1,5,3,5,2,6,2,5,0.445
15103,5,4,7,5,8,4,7,5,4,3,2,4,5,3,5,3,8,4,7,4,0.51
15104,5,4,3,4,2,1,3,5,4,4,5,4,3,3,5,5,2,5,2,3,0.415
15105,6,7,7,2,2,4,11,4,4,3,5,2,2,8,5,5,8,8,4,4,0.54
15106,10,4,5,4,5,4,2,2,4,2,4,5,1,9,5,6,4,6,7,4,0.46
15107,3,5,1,8,6,4,6,5,5,5,5,6,5,5,7,3,4,5,2,7,0.5
15108,2,3,3,8,6,3,1,3,8,9,6,4,4,7,4,6,8,5,7,4,0.505
15109,0,9,5,3,2,5,4,7,8,5,4,6,5,2,4,2,5,7,5,7,0.52
15110,4,2,5,6,3,7,5,4,5,7,4,6,3,6,10,4,2,6,1,1,0.495
15111,3,3,5,4,9,6,4,3,3,4,4,8,8,4,8,5,6,8,6,6,0.545
15112,7,9,4,11,5,7,1,1,4,7,3,6,7,6,3,6,5,3,6,6,0.545
15113,8,6,5,5,5,7,7,6,6,5,2,5,5,7,3,8,7,4,2,4,0.56
15114,8,4,3,5,7,1,1,9,4,4,7,2,4,6,7,4,7,2,4,4,0.46
15115,6,4,5,11,6,3,4,5,4,6,14,4,6,6,11,1,2,7,3,4,0.595
15116,7,4,2,4,5,9,2,5,4,7,2,1,1,8,4,5,9,8,9,4,0.505
15117,3,7,7,3,3,4,4,5,5,3,5,7,4,6,2,8,11,3,5,2,0.475
15118,3,4,4,2,1,4,6,6,3,2,8,4,4,7,4,4,7,5,7,5,0.43
15119,11,1,6,6,6,5,4,3,7,4,8,4,6,8,3,3,2,8,4,6,0.525
15120,5,4,5,2,7,6,6,6,2,4,12,5,6,5,4,3,2,2,6,2,0.47
15121,4,3,5,4,5,3,5,3,4,4,3,10,9,2,5,3,5,9,6,5,0.465
15122,8,2,2,5,6,6,2,6,4,3,10,7,5,3,5,4,3,1,6,4,0.505
15123,0,5,3,6,6,3,3,7,5,5,8,5,9,2,5,6,4,10,3,6,0.54
15124,5,5,5,5,10,6,8,2,7,3,6,3,3,4,2,3,4,6,5,5,0.5
15125,6,6,6,9,4,4,4,3,3,5,4,4,3,4,6,7,4,4,3,4,0.51
15126,4,6,5,3,2,9,5,6,5,6,7,6,7,2,9,4,5,6,7,7,0.56
15127,3,3,6,9,4,3,4,6,5,7,3,3,7,10,5,6,6,7,3,6,0.555
15128,6,4,3,1,3,6,5,3,5,6,5,5,3,7,10,7,9,7,5,7,0.54
15129,8,6,7,6,7,3,6,4,11,6,6,4,8,2,5,5,5,6,2,2,0.565
15130,2,5,3,1,9,8,8,6,1,1,5,2,7,9,2,5,4,6,9,3,0.465
15131,7,4,5,3,9,4,7,6,6,3,6,6,5,5,3,4,4,5,5,5,0.51
